OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-AR,USGS Arkansas Water Science Center,USGS-355920092425001,spring SP-20,Spring,,11010005,,,,,35.98896348000000,-92.7140540000000,24000,1,seconds,Interpolated from MAP.,NAD83,578,feet,10,feet,Interpolated from topographic map.,NGVD29,US,05,129,Ozark Plateaus aquifer system,St Clair Limestone,Unconfined single aquifer,,,,,,NWIS
USGS-AR,USGS Arkansas Water Science Center,USGS-355923092460201,Mill Ck above Buff R near Tyler Bend Access,Stream,,11010005,,,,,35.98975000000000,-92.7672778000000,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,05,129,,,,,,,,,NWIS
USGS-AR,USGS Arkansas Water Science Center,USGS-355951092414101,Buffalo River DS of Bear Cr.,Stream,,11010005,,,,,35.99756667000000,-92.6948028000000,24000,Unknown,Unknown,Unknown.,NAD83,,,,,,,US,05,129,,,,,,,,,NWIS
USGS-AR,USGS Arkansas Water Science Center,USGS-360103092382601,BUFFALO MAINSTEM 13 DS of Rocky Creek,Stream,,11010005,,,,,36.01744444000000,-92.6404444000000,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,05,129,,,,,,,,,NWIS
USGS-AR,USGS Arkansas Water Science Center,USGS-360106092382601,Rocky Ck above confluence with Buffalo R,Stream,,11010005,,,,,36.01847220000000,-92.6406389000000,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,05,129,,,,,,,,,NWIS
USGS-AR,USGS Arkansas Water Science Center,USGS-360113092351801,Spring Ck above confluence with Buffalo R.,Stream,,11010005,,,,,36.02025000000000,-92.5884722000000,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,05,129,,,,,,,,,NWIS
USGS-AR,USGS Arkansas Water Science Center,USGS-360130092403201,Buffalo River DS of Tomahawk Cr.,Stream,,11010005,,,,,36.02508330000000,-92.6756028000000,24000,Unknown,Unknown,Unknown.,NAD83,,,,,,,US,05,129,,,,,,,,,NWIS
USGS-AR,USGS Arkansas Water Science Center,USGS-360132092352801,Buffalo River DS of Spring Cr.,Stream,,11010005,,,,,36.02556110000000,-92.5912611000000,24000,Unknown,Unknown,Unknown.,NAD83,,,,,,,US,05,129,,,,,,,,,NWIS
USGS-AR,USGS Arkansas Water Science Center,USGS-360152092350501,Piezometer at Spring Creek,Well,,11010005,,,,,36.03125000000000,-92.5847806000000,24000,Unknown,Unknown,Unknown.,NAD83,,,,,,,US,05,129,,,,,,,,,NWIS
USGS-AR,USGS Arkansas Water Science Center,USGS-360508092331901,Panther Ck above confluence with Buffalo R.,Stream,,11010005,,,,,36.08558330000000,-92.5552500000000,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,05,089,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-320834110583301,D-15-13 12BCC1,Well,,15050301,,,,,32.14310278000000,-110.9758583000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,2491.4,feet,0.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,019,,,,19920302,160,ft,165,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-320840110582701,D-15-13 12BCA1,Well,,15050301,,,,,32.14470000000000,-110.9748139000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,2489.9,feet,0.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,019,,,,19920309,155,ft,170,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-320843110581301,D-15-13 12BAD1,Well,,15050301,,,,,32.14568610000000,-110.9706222000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,2495.7,feet,0.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,019,,,,19920325,170,ft,175,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-320844110580801,D-15-13 12BAD2,Well,,15050301,,,,,32.14613610000000,-110.9696611000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,2497.6,feet,0.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,019,,,,19920330,150,ft,170,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-320934110584701,D-15-13 02ADB1,Well,,15050301,,,,,32.15946667000000,-110.9802222000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,2361.8,feet,0.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,019,,,,19890911,350,ft,355,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-320944110583901,D-15-13 02AAA1,Well,,15050301,,,,,32.16228056000000,-110.9783500000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,2463.2,feet,0.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,019,,,,19840710,400,ft,405,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-320944110584001,D-15-13 02AAA2 [WR-088S],Well,,15050301,,,,,32.16229720000000,-110.9784278000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2463.,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,019,,,,19840530,220,ft,226,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-320956110584901,D-14-13 35DDB2,Well,,15050301,,,,,32.16592220000000,-110.9810139000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,2449.6,feet,0.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,019,,,,19920510,415,ft,425,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-320956110590101,D-14-13 35DCB3,Well,,15050301,,,,,32.16566944000000,-110.9843500000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,2445.7,feet,0.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,019,,,,19940607,400,ft,405,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-320957110585101,D-14-13 35DDB1,Well,,15050301,,,,,32.16617778000000,-110.9818528000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,2447.0,feet,0.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,019,,,,19920426,415,ft,425,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-320958110583301,D-14-13 36CCB2,Well,,15050301,,,,,32.16627500000000,-110.9764722000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,2458.9,feet,0.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,019,,,,19940614,400,ft,405,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-321000110585601,D-14-13 35DBD1,Well,,15050301,,,,,32.16687220000000,-110.9828500000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,2446.4,feet,0.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,019,,,,19940603,380,ft,385,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09380000,"COLORADO RIVER AT LEES FERRY, AZ",Stream,,14070006,111800,sq mi,,,36.86433330000000,-111.5878722000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,3083,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,005,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09400815,"NEWMAN CANYON ABOVE UPPER LAKE MARY, AZ",Stream,,15020015,22.3,sq mi,,,35.05494444000000,-111.4892222000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,6860,feet,30,feet,Interpolated from Digital Elevation Model,NGVD29,US,04,005,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09429490,"COLORADO RIVER ABOVE IMPERIAL DAM, AZ-CA",Stream,,15030104,188500,sq mi,184500,sq mi,32.88493610000000,-114.4681110000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,06,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09505800,"WEST CLEAR CREEK NEAR CAMP VERDE, AZ",Stream,,15060203,241,sq mi,,,34.53863606000000,-111.6940356000000,,10,seconds,Interpolated from MAP.,NAD83,3630.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09522000,"COLORADO RIVER AT NIB, ABOVE MORELOS DAM, AZ",Stream,,15030107,246700,sq mi,,,32.71865870000000,-114.7188444000000,24000,10,seconds,Interpolated from MAP.,NAD83,119.33,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,04,027,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09522005,"COLORADO RIVER BELOW COOPER WASTEWAY NEAR YUMA, AZ",Stream,,15030107,,,,,32.71222220000000,-114.7222222000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,04,027,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09534000,YUMA MAIN DRAIN ABOVE ARIZONA-SONORA BOUNDARY,Stream,,15030108,,,,,32.48758333000000,-114.7896667000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,88.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,027,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09534550,242 LATERAL ABOVE MAIN DRAIN AT AZ-SONORA BOUNDRY,Stream,,15030108,,,,,32.48694444000000,-114.7872222000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,04,027,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-320710110580901,D-15-13 13CDD1,Well,,15050301,,,,,32.11961110000000,-110.9696944000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2530.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,019,,,,20130716,110,ft,115,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-320723110585901,D-15-13 14DBD1,Well,,15050301,,,,,32.12319444000000,-110.9837222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2500.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,019,,,,20130719,83,ft,85,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-320749110585401,D-15-13 14ABD1,Well,,15050301,,,,,32.13036110000000,-110.9821944000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2495.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,019,,,,20130723,78,ft,85,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-320835110584501,D-15-13 11ADB2,Well,,15050301,,,,,32.14302778000000,-110.9796944000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2485.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,019,,,,20130725,81,ft,81,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-320851110582301,D-15-13 12BAB2,Well,,15050301,,,,,32.14749167000000,-110.9731611000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,2494.5,feet,0.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,019,,,,2008,177,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-320943110585801,D-15-13 02ABA1,Well,,15050301,,,,,32.16194400000000,-110.9834116000000,24000,.5,seconds,Interpolated from MAP.,NAD83,2453.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,019,,,,20091118,400,ft,410,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-320956110583801,D-14-13 36 CCB1 [R-009B],Well,,15050301,,,,,32.16555556000000,-110.9772222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2461.,feet,1.6,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,019,,,,20160208,420,ft,430,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-321000110584501,D-14-13 35DDA2 [R-008B],Well,,15050301,,,,,32.16655556000000,-110.9790556000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2455.,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,019,,,,20180329,417,ft,430,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324243114562102,016S020E31R003S,Well,,18100204,,,,,32.71196514000000,-114.9391605000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,160.,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,025,,,,2017,516,ft,517,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324248114500601,016S020E58J001S,Well,,18100204,,,,,32.71347869000000,-114.8348635000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,171.8,feet,0.1,feet,Differentially corrected Global Positioning System.,NGVD29,US,06,025,Basin and Range basin-fill aquifers,,,20110523,148,ft,149,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324304114480402,016S021E31P002S,Well,,18100204,,,,,32.71771735000000,-114.8019174000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,196.8,feet,0.1,feet,Differentially corrected Global Positioning System.,NGVD29,US,06,025,Basin and Range basin-fill aquifers,,,19861120,307,ft,348,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324329114430001,Colorado River at 500 m below MODE II Outfall,Stream,,15030107,,,,,32.72485833000000,-114.7167972000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,106.,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324345114425401,Colorado River at MODE II Outfall,Stream,,15030107,,,,,32.72908889000000,-114.7148806000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,106.,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,027,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324348114425301,Colorado River at 100 m above MODE II Outfall,Stream,,15030107,,,,,32.73000833000000,-114.7145917000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,106.,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,027,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324426114530901,016S020E49R001S,Well,,18100204,,,,,32.74070297000000,-114.8867524000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,176.76,feet,0.1,feet,Differentially corrected Global Positioning System.,NGVD29,US,06,025,Basin and Range basin-fill aquifers,,,19930114,405,ft,413,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324450114515001,016S020E51F002S,Well,,18100204,,,,,32.74726936000000,-114.8638790000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,170.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,06,025,,,,20170510,513,ft,520,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-325107114534701,015S020E19A002S,Well,,18100204,,,,,32.85185310000000,-114.8970256000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,365.2,feet,0.1,feet,Differentially corrected Global Positioning System.,NGVD29,US,06,025,Basin and Range basin-fill aquifers,,,19770919,300,ft,300,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351441110482001,05 144-03.14X00.37 [BS-23],Well,,15020008,,,,,35.24465278000000,-110.8055028000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4751.,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,005,Colorado Plateaus aquifers,Holocene Alluvium,Unconfined single aquifer,19970320,128,ft,129,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351542110531801,05 131-07.82X16.42 [BS-20P],Well,,15020008,,,,,35.26172500000000,-110.8884111000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4723.,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,005,Colorado Plateaus aquifers,Holocene Alluvium,Unconfined single aquifer,19970322,110,ft,210,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351804110594501,05 131-13.89X13.72 [IHS],Well,,15020008,,,,,35.30100278000000,-110.9957500000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4713.,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,005,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-360439112084601,A-31-02 14BAA1,Spring,,15010002,,,,,36.07744444000000,-112.1459167000000,24000,.1,seconds,Differentially corrected Global Positioning System.,NAD83,4139.3,feet,1.0,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,005,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-360448112090201,A-31-02 11CCD2,Spring,,15010002,,,,,36.08002778000000,-112.1504750000000,24000,3,seconds,Interpolated from Digital MAP.,NAD83,4156.,feet,200,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,005,,Redwall Limestone,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-360449112083701,A-31-02 11DCB2,Spring,,15010002,,,,,36.08063889000000,-112.1435000000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,3706.9,feet,0.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,005,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-364327112303101,B-38-02 04ACA1 [PIGEON SPRING],Spring,,15010003,,,,,36.72415470000000,-112.5093567000000,24000,1,seconds,Interpolated from MAP.,NAD83,4910.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,005,Other aquifers,Kaibab Limestone,Unconfined single aquifer,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10260500,DEEP C NR HESPERIA CA,Stream,,18090208,134,sq mi,,,34.34305858000000,-117.2264316000000,24000,5,seconds,Interpolated from MAP.,NAD83,3030.00,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,071,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10260950,WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA,Stream,,18090208,70.3,sq mi,,,34.33889196000000,-117.2578213000000,24000,1,seconds,Interpolated from MAP.,NAD83,3050,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,071,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,Stream,,18090208,513,sq mi,,,34.57304916000000,-117.3206018000000,,5,seconds,Interpolated from MAP.,NAD83,2643.01,feet,10,feet,Interpolated from topographic map.,NGVD29,US,06,071,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10265130,MAMMOTH C A HWY 395 NR  MAMMOTH LAKES CA,Stream,,18090102,33.8,sq mi,,,37.63771209000000,-118.9037433000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,051,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10265143,HOT C AB HOT C FISH HATCHERY NR MAMMOTH LAKES CA,Stream,,18090102,48.2,sq mi,,,37.64354464000000,-118.8540202000000,24000,5,seconds,Interpolated from MAP.,NAD83,7052.,feet,10.,feet,Interpolated from topographic map.,NGVD29,US,06,051,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10265147,HOT C AB GORGE GEYSER NR MAMMOTH LAKES CA,Stream,,18090102,67.4,sq mi,,,37.65743307000000,-118.8326313000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,051,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10265150,HOT C A FLUME NR MAMMOTH LAKES CA,Stream,,18090102,68.3,sq mi,,,37.66882166000000,-118.8176312000000,24000,5,seconds,Interpolated from MAP.,NAD83,6950.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,06,051,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10343500,SAGEHEN C NR TRUCKEE CA,Stream,,16050102,10.5,sq mi,,,39.43157246000000,-120.2379793000000,,5,seconds,Interpolated from MAP.,NAD83,6320.00,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,057,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11059300,SANTA ANA R A E ST NR SAN BERNARDINO CA,Stream,,18070203,541,sq mi,,,34.06501310000000,-117.3003208000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,071,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11066460,SANTA ANA R A MWD CROSSING CA,Stream,,18070203,852,sq mi,,,33.96862566000000,-117.4483806000000,24000,5,seconds,Interpolated from MAP.,NAD83,685,feet,10,feet,Altimeter.,NGVD29,US,06,065,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11074000,SANTA ANA R BL PRADO DAM CA,Stream,,18070203,2258,sq mi,1490,sq mi,33.88334875000000,-117.6453296000000,24000,5,seconds,Interpolated from MAP.,NAD83,449,feet,10,feet,Interpolated from topographic map.,NGVD29,US,06,065,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11123500,SANTA YNEZ R BL LOS LAURLS CYN NR SNTA YNEZ CA,Stream,,18060010,277,sq mi,,,34.54360358000000,-119.8648627000000,,5,seconds,Interpolated from MAP.,NAD83,787.8,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,06,083,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11124500,SANTA CRUZ C NR SANTA YNEZ CA,Stream,,18060010,74.0,sq mi,,,34.59665630000000,-119.9087519000000,,5,seconds,Interpolated from MAP.,NAD83,783.38,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,083,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11126000,SANTA YNEZ R NR SANTA YNEZ CA,Stream,,18060010,422,sq mi,,,34.58915520000000,-119.9887532000000,24000,5,seconds,Interpolated from MAP.,NAD83,545.66,feet,.05,feet,Level or other surveyed method.,NGVD29,US,06,083,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11128500,SANTA YNEZ R A SOLVANG CA,Stream,,18060010,579,sq mi,,,34.58498706000000,-120.1445926000000,,5,seconds,Interpolated from MAP.,NAD83,350.00,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,083,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11132500,SALSIPUEDES C NR LOMPOC CA,Stream,,18060010,47.1,sq mi,,,34.58859570000000,-120.4084938000000,,5,seconds,Interpolated from MAP.,NAD83,220.00,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,083,,,,,,,,,NWIS
